ID,FQA_USDASymbol,FQA_USDASymbolOrigin,FQA_Family,FQA_SciName_withAuthority,FQA_SciName_noAuthority,FQA_Genus,FQA_Species,FQA_Trinomial,FQA_C-Value2020,FQA_C-Value2020_Numeric,FQA_NativeStatus,CONox_Status,AW_WetIndicator,GP_WetIndicator,WMVC_WetIndicator,CNHP_Tracked,CNHP_GRank,CNHP_SRank,CPW_DuckFoodValue,USDA_MajorGroup,USDA_Category,USDA_GrowthHabitSimple,USDA_GrowthHabitFull,USDA_GrowthHabitDuration_Origin,USDA_Duration,USDA_GrowthForm,USDA_GrowthRate,USDA_DroughtTolerance,USDA_ShadeTolerance,USDA_BloomPeriod,Invasiveness,IRank,IRank_Score,FQA_NameOrigin,National_USDASymbol,National_Family,National_SciName_noAuthority,Ack_Family,Ack_SciName_noAuthority,Weber2001_Family,Weber2001_SciName_no Authority,Weber2012_Family,Weber2012_SciName_no Authority,IRank_GName,National_NativeStatus,Ack_NativeStatus,Weber2001_NativeStatus,ITIS_NativeStatus,BONAP_NativeStatus,BONAP_Override,IRank_MixedOrigin,FQA_C-Value2006
3886,"SUAED","FQA_SciName","Chenopodiaceae","Suaeda Forssk. ex J.F. Gmel.","Suaeda","Suaeda",,,"3",3,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,"SUCA2","FQA_SciName","Chenopodiaceae","Suaeda calceoliformis (Hook.) Moq.","Suaeda calceoliformis","Suaeda","calceoliformis"," ","3",3,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Annual, Perennial",,,,,,,,,"Ackerfield 2015","SUCA2","Chenopodiaceae","Suaeda calceoliformis","Chenopodiaceae","Suaeda calceoliformis","Chenopodiaceae","Suaeda calceoliformis","Chenopodiaceae","Suaeda calceoliformis",,"Native","Native","Native","Native","Native",,,"3"
3887,"SUNI","FQA_SciName","Chenopodiaceae","Suaeda nigra J.F. Macbr.","Suaeda nigra","Suaeda","nigra"," ","3",3,"Native",,"OBL","OBL","OBL",,,,"NO","Angiosperms","Dicot","Forb","Shrub, Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","SUMO","Chenopodiaceae","Suaeda moquinii","Chenopodiaceae","Suaeda nigra","Chenopodiaceae","Suaeda nigra","Chenopodiaceae","Suaeda nigra",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3889,"SUBUL","FQA_SciName","Brassicaceae","Subularia L.","Subularia","Subularia",,,"10",10,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,"SUAQA2","FQA_SciName","Brassicaceae","Subularia aquatica L. var. americana (G. Mulligan & Calder) B. Boivin","Subularia aquatica var. americana","Subularia","aquatica","var. americana","10",10,"Native",,"OBL","OBL","OBL","Yes","G5","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","SUAQA2","Brassicaceae","Subularia aquatica var. americana","Brassicaceae","Subularia aquatica var. americana","Brassicaceae","Subularia aquatica","Brassicaceae","Subularia aquatica",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3890,"SUCKL","FQA_SciName","Chenopodiaceae","Suckleya A. Gray","Suckleya","Suckleya",,,"4",4,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,"SUSU2","FQA_SciName","Chenopodiaceae","Suckleya suckleyana (Torr.) Rydb.","Suckleya suckleyana","Suckleya","suckleyana"," ","4",4,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","SUSU2","Chenopodiaceae","Suckleya suckleyana","Chenopodiaceae","Suckleya suckleyana","Chenopodiaceae","Suckleya suckleyana","Chenopodiaceae","Suckleya suckleyana",,"Native","Native","Native","Native","Native",,,"4"
3893,"SULLI","FQA_SciName","Saxifragaceae","Sullivantia Torr. & A. Gray ex A. Gray","Sullivantia","Sullivantia",,,"10",10,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,"SUHAP","FQA_SciName","Saxifragaceae","Sullivantia hapemanii (J.M. Coult. & Fisher) J.M. Coult. var. purpusii (Brand) Soltis","Sullivantia hapemanii var. purpusii","Sullivantia","hapemanii","var. purpusii","10",10,"Native",,"FACW","FACW","OBL","Yes","G3T3","S3","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SUHAP","Saxifragaceae","Sullivantia hapemanii var. purpusii","Saxifragaceae","Sullivantia hapemanii var. purpusii","Saxifragaceae","Sullivantia hapemanii var. purpusii","Saxifragaceae","Sullivantia hapemanii",,"Native","Native","Native","Native","Native",,,"10"
3894,"SWERT","FQA_SciName","Gentianaceae","Swertia L.","Swertia","Swertia",,,"8",8,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,"SWPE","FQA_SciName","Gentianaceae","Swertia perennis L.","Swertia perennis","Swertia","perennis"," ","8",8,"Native",,"FACW","FAC","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SWPE","Gentianaceae","Swertia perennis","Gentianaceae","Swertia perennis","Gentianaceae","Swertia perennis","Gentianaceae","Swertia perennis",,"Native","Native","Native","Native","Native",,,"8"
3897,"SYMPH","FQA_SciName","Caprifoliaceae","Symphoricarpos Duham.","Symphoricarpos","Symphoricarpos",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,"SYAL","FQA_SciName","Caprifoliaceae","Symphoricarpos albus (L.) S.F. Blake","Symphoricarpos albus","Symphoricarpos","albus"," ","6",6,"Native",,"FACU","UPL","FACU",,,,"NO","Angiosperms","Dicot","Shrub","Subshrub, Shrub",,"Perennial","Rhizomatous","Moderate","High","Intolerant","Early Summer",,,,"Ackerfield 2015","SYAL","Caprifoliaceae","Symphoricarpos albus","Caprifoliaceae","Symphoricarpos albus","Caprifoliaceae","Symphoricarpos albus","Caprifoliaceae","Symphoricarpos albus",,"Native","Native","Native","Native","Native",,,"6"
3898,"SYLO","FQA_SciName","Caprifoliaceae","Symphoricarpos longiflorus A. Gray","Symphoricarpos longiflorus","Symphoricarpos","longiflorus"," ","8",8,"Native",,,,,,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial",,,,,,,,,"Ackerfield 2015","SYLO","Caprifoliaceae","Symphoricarpos longiflorus","Caprifoliaceae","Symphoricarpos longiflorus","Caprifoliaceae","Symphoricarpos longiflorus","Caprifoliaceae","Symphoricarpos longiflorus",,"Native","Native","Native","Native","Native",,,"8"
3899,"SYOC","FQA_SciName","Caprifoliaceae","Symphoricarpos occidentalis Hook.","Symphoricarpos occidentalis","Symphoricarpos","occidentalis"," ","3",3,"Native",,"FAC","UPL","FAC",,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial","Thicket Forming","Moderate","High","Intermediate","Late Spring",,,,"Ackerfield 2015","SYOC","Caprifoliaceae","Symphoricarpos occidentalis","Caprifoliaceae","Symphoricarpos occidentalis","Caprifoliaceae","Symphoricarpos occidentalis","Caprifoliaceae","Symphoricarpos occidentalis",,"Native","Native","Native","Native","Native",,,"3"
3900,"SYRO","FQA_SciName","Caprifoliaceae","Symphoricarpos rotundifolius A. Gray","Symphoricarpos rotundifolius","Symphoricarpos","rotundifolius"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial",,,,,,,,,"Ackerfield 2015","SYRO","Caprifoliaceae","Symphoricarpos rotundifolius","Caprifoliaceae","Symphoricarpos rotundifolius","Caprifoliaceae","Symphoricarpos rotundifolius","Caprifoliaceae","Symphoricarpos rotundifolius",,"Native","Native","Native","Native","Native",,,"5"
3917,"SYMPH4","FQA_SciName","Asteraceae","Symphyotrichum Nees","Symphyotrichum","Symphyotrichum",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,"SYAM03","FQA_SciName","Asteraceae","Symphyotrichum ×amethystinum (Nutt.) G.L. Nesom","Symphyotrichum ×amethystinum","Symphyotrichum","×amethystinum"," ","Not Assigned",,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYAM03","Asteraceae","Symphyotrichum ×amethystinum","Asteraceae","Symphyotrichum ×amethystinum","Asteraceae","Virgulus amethystinus","Asteraceae","Virgulus x amethystinus",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3902,"SYAS3","FQA_SciName","Asteraceae","Symphyotrichum ascendens (Lindl.) G.L. Nesom","Symphyotrichum ascendens","Symphyotrichum","ascendens"," ","5",5,"Native",,"FAC","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYAS3","Asteraceae","Symphyotrichum ascendens","Asteraceae","Symphyotrichum ascendens","Asteraceae","Virgulaster ascendens","Asteraceae","Virgulaster ascendens",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3903,"SYBO2","FQA_SciName","Asteraceae","Symphyotrichum boreale (Torr. & A. Gray) A. Löve & D. Löve","Symphyotrichum boreale","Symphyotrichum","boreale"," ","7",7,"Native",,"OBL","OBL","OBL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYBO2","Asteraceae","Symphyotrichum boreale","Asteraceae","Symphyotrichum boreale","Asteraceae","Aster junciformis","Asteraceae","Symphyotrichum boreale",,"Native","Native","Native","Native","Native",,,"7"
3904,"SYCA3","FQA_SciName","Asteraceae","Symphyotrichum campestre (Nutt.) G.L. Nesom","Symphyotrichum campestre","Symphyotrichum","campestre"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYCAC","Asteraceae","Symphyotrichum campestre var. campestre","Asteraceae","Symphyotrichum campestre","Asteraceae","Virgulus campestris","Asteraceae","Virgulus campestris",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3905,"SYCI2","FQA_SciName","Asteraceae","Symphyotrichum ciliatum (Ledeb.) G.L. Nesom","Symphyotrichum ciliatum","Symphyotrichum","ciliatum"," ","7",7,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","SYCI2","Asteraceae","Symphyotrichum ciliatum","Asteraceae","Symphyotrichum ciliatum","Asteraceae","Brachyactis ciliata ssp. angusta","Asteraceae","Brachyactis ciliata ssp. angusta",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3906,"SYEA2","FQA_SciName","Asteraceae","Symphyotrichum eatonii (A. Gray) G.L. Nesom","Symphyotrichum eatonii","Symphyotrichum","eatonii"," ","6",6,"Native",,"FAC","FAC","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYEA2","Asteraceae","Symphyotrichum eatonii","Asteraceae","Symphyotrichum eatonii","Asteraceae","Aster bracteolatus",,,,"Native","Native","Native","Native","Native",,,"Not Assigned"
3907,"SYERE","FQA_SciName","Asteraceae","Symphyotrichum ericoides (L.) G.L. Nesom","Symphyotrichum ericoides","Symphyotrichum","ericoides"," ","4",4,"Native",,"FAC","FACU","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYERE","Asteraceae","Symphyotrichum ericoides","Asteraceae","Symphyotrichum ericoides","Asteraceae","Virgulus ericoides","Asteraceae","Virgulus ericoides",,"Native","Native","Native","Native","Native",,,"4"
3908,"SYFA","FQA_SciName","Asteraceae","Symphyotrichum falcatum (Lindl.) G.L. Nesom","Symphyotrichum falcatum","Symphyotrichum","falcatum"," ","4",4,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFA","Asteraceae","Symphyotrichum falcatum","Asteraceae","Symphyotrichum falcatum","Asteraceae","Virgulus falcatus","Asteraceae","Virgulus falcatus",,"Native","Native","Native","Native","Native",,,"4"
3909,"SYFE","FQA_SciName","Asteraceae","Symphyotrichum fendleri (A. Gray) G.L. Nesom","Symphyotrichum fendleri","Symphyotrichum","fendleri"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFE","Asteraceae","Symphyotrichum fendleri","Asteraceae","Symphyotrichum fendleri","Asteraceae","Virgulus fendleri","Asteraceae","Virgulus fendleri",,"Native","Native","Native","Native","Native",,,"6"
3910,"SYFO2","FQA_SciName","Asteraceae","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom","Symphyotrichum foliaceum","Symphyotrichum","foliaceum"," ","5",5,"Native",,"UPL","UPL","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFO2","Asteraceae","Symphyotrichum foliaceum","Asteraceae","Symphyotrichum foliaceum","Asteraceae","Aster foliaceus","Asteraceae","Symphyotrichum foliaceum",,"Native","Native","Native","Native","Native",,,"5"
3911,"SYFOA","FQA_SciName","Asteraceae","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. apricum (A. Gray) G.L. Nesom","Symphyotrichum foliaceum var. apricum","Symphyotrichum","foliaceum","var. apricum","5",5,"Native",,"UPL","UPL","FACU",,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFOA","Asteraceae","Symphyotrichum foliaceum var. apricum","Asteraceae","Symphyotrichum foliaceum var. apricum",,,,,,"Native","Native",,"Native","Native",,,"5"
3912,"SYFOC","FQA_SciName","Asteraceae","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. canbyi (A. Gray) G.L. Nesom","Symphyotrichum foliaceum var. canbyi","Symphyotrichum","foliaceum","var. canbyi","5",5,"Native",,"UPL","UPL","FACU",,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFOC","Asteraceae","Symphyotrichum foliaceum var. canbyi","Asteraceae","Symphyotrichum foliaceum var. canbyi",,,,,,"Native","Native",,"Native","Native",,,"5"
3913,"SYFOP","FQA_SciName","Asteraceae","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. parryi (D.C. Eaton) G.L. Nesom","Symphyotrichum foliaceum var. parryi","Symphyotrichum","foliaceum","var. parryi","5",5,"Native",,"UPL","UPL","FACU",,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYFOP","Asteraceae","Symphyotrichum foliaceum var. parryi","Asteraceae","Symphyotrichum foliaceum var. parryi",,,,,,"Native","Native",,"Native","Native",,,"5"
3914,"SYFR2","FQA_SciName","Asteraceae","Symphyotrichum frondosum (Nutt.) G.L. Nesom","Symphyotrichum frondosum","Symphyotrichum","frondosum"," ","4",4,"Native",,"FACW","FACW","FACW",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","SYFR2","Asteraceae","Symphyotrichum frondosum","Asteraceae","Symphyotrichum frondosum","Asteraceae","Brachyactis frondosa","Asteraceae","Brachyactis frondosa",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3915,"SYLAG","FQA_SciName","Asteraceae","Symphyotrichum laeve (L.) A. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom","Symphyotrichum laeve var. geyeri","Symphyotrichum","laeve","var. geyeri","6",6,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYLAG","Asteraceae","Symphyotrichum laeve var. geyeri","Asteraceae","Symphyotrichum laeve var. geyeri","Asteraceae","Aster laevis var. geyeri","Asteraceae","Symphyotrichum laeve var. geyeri",,"Native","Native","Native","Native","Native",,,"6"
3916,"SYLAH","FQA_SciName","Asteraceae","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom","Symphyotrichum lanceolatum ssp. hesperium","Symphyotrichum","lanceolatum","ssp. hesperium","5",5,"Native",,"OBL","FACW","OBL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYLAH","Asteraceae","Symphyotrichum lanceolatum ssp. hesperium","Asteraceae","Symphyotrichum lanceolatum ssp. hesperium","Asteraceae","Aster lanceolatus ssp. hesperius","Asteraceae","Symphyotrichum lanceolatum var. hesperium",,"Native","Native","Native","Native","Native",,,"5"
3918,"SYNO2","FQA_SciName","Asteraceae","Symphyotrichum novae-angliae (L.) G.L. Nesom","Symphyotrichum novae-angliae","Symphyotrichum","novae-angliae"," ","5",5,"Native",,"FACW","FACW","FACW","Yes","G5","S2","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYNO2","Asteraceae","Symphyotrichum novae-angliae","Asteraceae","Symphyotrichum novae-angliae","Asteraceae","Virgulus novae-angliae","Asteraceae","Virgulus novae-angliae",,"Native","Native","Native","Native","Native",,,"5"
3919,"SYOB","FQA_SciName","Asteraceae","Symphyotrichum oblongifolium (Nutt.) G.L. Nesom","Symphyotrichum oblongifolium","Symphyotrichum","oblongifolium"," ","5",5,"Native",,,,,"Watch List","G5","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYOB","Asteraceae","Symphyotrichum oblongifolium","Asteraceae","Symphyotrichum oblongifolium","Asteraceae","Virgulus oblongifolius","Asteraceae","Virgulus oblongifolius",,"Native","Native","Native","Native","Native",,,"5"
3920,"SYPO4","FQA_SciName","Asteraceae","Symphyotrichum porteri (A. Gray) G.L. Nesom","Symphyotrichum porteri","Symphyotrichum","porteri"," ","6",6,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYPO4","Asteraceae","Symphyotrichum porteri","Asteraceae","Symphyotrichum porteri","Asteraceae","Aster porteri","Asteraceae","Symphyotrichum porteri",,"Native","Native","Native","Native","Native",,,"6"
3921,"SYSP","FQA_SciName","Asteraceae","Symphyotrichum spathulatum (Lindl.) G.L. Nesom","Symphyotrichum spathulatum","Symphyotrichum","spathulatum"," ","6",6,"Native",,"FAC","FAC","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYSP","Asteraceae","Symphyotrichum spathulatum","Asteraceae","Symphyotrichum spathulatum","Asteraceae","Aster spathulatus","Asteraceae","Symphyotrichum spathulatum",,"Native","Native","Native","Native","Native",,,"6"
3922,"SYMPH2","FQA_SciName","Boraginaceae","Symphytum L.","Symphytum","Symphytum",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,"SYOF","FQA_SciName","Boraginaceae","Symphytum officinale L.","Symphytum officinale","Symphytum","officinale"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","SYOF","Boraginaceae","Symphytum officinale","Boraginaceae","Symphytum officinale","Boraginaceae","Symphytum officinale","Boraginaceae","Symphytum officinale","Symphytum officinale","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3924,"SYRIN","FQA_SciName","Oleaceae","Syringa L.","Syringa","Syringa",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,"SYVU","FQA_SciName","Oleaceae","Syringa vulgaris L.","Syringa vulgaris","Syringa","vulgaris"," ","0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,"Perennial","Rhizomatous","Moderate","Medium","Intermediate","Late Spring",,,,"Ackerfield 2015","SYVU","Oleaceae","Syringa vulgaris","Oleaceae","Syringa vulgaris",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
4359,"TAMARI","FQA_SciName","Tamaricaceae","Tamaricaceae","Tamaricaceae",,,,,,,,,,,,,,,"Angiosperms","Dicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,"TAMAR2","FQA_SciName","Tamaricaceae","Tamarix L.","Tamarix","Tamarix",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,"TACH","FQA_SciName","Tamaricaceae","Tamarix chinensis Lour.","Tamarix chinensis","Tamarix","chinensis"," ","0",0,"Non-native","List B","FAC","FACW","FAC",,,,"NO","Angiosperms","Dicot","Shrub","Shrub, Tree",,"Perennial",,,,,,4,"High",9,"Ackerfield 2015","TACH","Tamaricaceae","Tamarix chinensis","Tamaricaceae","Tamarix chinensis","Tamaricaceae","Tamarix ramosissima","Tamaricaceae","Tamarix chinensis","Tamarix ramosissima","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3928,"TAPA4","FQA_SciName","Tamaricaceae","Tamarix parviflora DC.","Tamarix parviflora","Tamarix","parviflora"," ","0",0,"Non-native",,"FAC","FACW","FAC",,,,"NO","Angiosperms","Dicot","Shrub","Shrub, Tree",,"Perennial",,,,,,4,,,"Ackerfield 2015","TAPA4","Tamaricaceae","Tamarix parviflora","Tamaricaceae","Tamarix parviflora","Tamaricaceae","Tamarix parviflora","Tamaricaceae","Tamarix parviflora","Tamarix parviflora","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3930,"TANAC","FQA_SciName","Asteraceae","Tanacetum L.","Tanacetum","Tanacetum",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,"TABA","FQA_SciName","Asteraceae","Tanacetum balsamita L.","Tanacetum balsamita","Tanacetum","balsamita"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,"Low/Insignificant",2,"Ackerfield 2015","TABA","Asteraceae","Tanacetum balsamita","Asteraceae","Tanacetum balsamita","Asteraceae","Balsamita major",,,"Balsamita major","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3931,"TAPA6","FQA_SciName","Asteraceae","Tanacetum parthenium (L.) Sch. Bip.","Tanacetum parthenium","Tanacetum","parthenium"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","TAPA6","Asteraceae","Tanacetum parthenium","Asteraceae","Tanacetum parthenium","Asteraceae","Tanacetum parthenium",,,"Tanacetum parthenium","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3932,"TAVU","FQA_SciName","Asteraceae","Tanacetum vulgare L.","Tanacetum vulgare","Tanacetum","vulgare"," ","0",0,"Non-native","List B","FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,4,"Low",3,"Ackerfield 2015","TAVU","Asteraceae","Tanacetum vulgare","Asteraceae","Tanacetum vulgare","Asteraceae","Tanacetum vulgare","Asteraceae","Tanacetum vulgare","Tanacetum vulgare","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
3935,"TARAX","FQA_SciName","Asteraceae","Taraxacum F.H. Wigg.","Taraxacum","Taraxacum",,,,,"Unknown",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,"TACE","FQA_SciName","Asteraceae","Taraxacum ceratophorum (Ledeb.) DC.","Taraxacum ceratophorum","Taraxacum","ceratophorum"," ","9",9,"Native",,"UPL","UPL","FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","TAOFC","Asteraceae","Taraxacum officinale ssp. ceratophorum","Asteraceae","Taraxacum ceratophorum","Asteraceae","Taraxacum dumetorum","Asteraceae","Taraxacum ovinum",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3934,"TAER2","FQA_SciName","Asteraceae","Taraxacum eriophorum Rydb.","Taraxacum eriophorum","Taraxacum","eriophorum"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","TAER2","Asteraceae","Taraxacum eriophorum","Asteraceae","Taraxacum eriophorum","Asteraceae","Taraxacum eriophorum","Asteraceae","Taraxacum eriophorum",,"Native","Native","Native","Native","Native",,,"6"
3936,"TALA2","FQA_SciName","Asteraceae","Taraxacum laevigatum (Willd.) DC.","Taraxacum laevigatum","Taraxacum","laevigatum"," ","0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","TALA2","Asteraceae","Taraxacum laevigatum","Asteraceae","Taraxacum laevigatum",,,,,,"Introduced","Introduced",,"Introduced","Exotic",,,"0"
3937,"TAOF","FQA_SciName","Asteraceae","Taraxacum officinale F.H. Wigg.","Taraxacum officinale","Taraxacum","officinale"," ","0",0,"Non-native",,"FACU","FACU","FACU",,,,"LOW","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Single Crown","Rapid","Medium","Intermediate","Early Spring",3,,,"Ackerfield 2015","TAOF","Asteraceae","Taraxacum officinale","Asteraceae","Taraxacum officinale","Asteraceae","Taraxacum officinale","Asteraceae","Taraxacum officinale","Taraxacum officinale","Both","Introduced","Non-native","Introduced","Exotic",,"Native and Exotic","0"
3938,"TASC3","FQA_SciName","Asteraceae","Taraxacum scopulorum (A. Gray) Rydb.","Taraxacum scopulorum","Taraxacum","scopulorum"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","TALY","Asteraceae","Taraxacum lyratum","Asteraceae","Taraxacum scopulorum","Asteraceae","Taraxacum scopulorum","Asteraceae","Taraxacum scopulorum",,"Native","Native","Native","Native","Native",,,"Not Assigned"
3939,"ZZ_TARAXI","FQA_SciName InventedSymbol - Not in PLANTS","Onagraceae","Taraxia","Taraxia","Taraxia",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,"TABR5","FQA_SciName","Onagraceae","Taraxia breviflora (Torr. & A. Gray) Nutt. ex Small","Taraxia breviflora","Taraxia","breviflora"," ","Not Assigned",,"Native",,"FAC","FACU","FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","CABR22","Onagraceae","Camissonia breviflora","Onagraceae","Taraxia breviflora","Onagraceae","Camissonia breviflora","Onagraceae","Camissonia breviflora",,"Native","Native","Native","Native","Native",,,"Not Assigned"
